model,precision,set,kind,arm,k,k_is_main,norm,a,b,delta,ci_low,ci_high,se,p_boot,n,n_better,n_worse,n_tied,n_clusters,cl_ci_low,cl_ci_high,p_wilcoxon
drax,,common_voice,lowT,lowT,16,True,legacy,conf,rover_cg,1.0393466963622866,-0.14684287812041116,2.2627867535481547,0.6139757296118497,0.0455,147,21,12,114,147,,,0.11482051523146675
drax,,common_voice,lowT,lowT,16,True,whisper,conf,rover_cg,0.7947976878612717,-0.5291708882134414,2.08787057842289,0.6799151267203158,0.136,147,20,14,113,147,,,0.27943341627816587
drax,,common_voice,lowT,lowT,16,True,legacy,mbr,rover_cg,-0.22271714922049,-0.5636611797825745,0.07446016381236038,0.16234354085902045,0.958,147,1,4,142,147,,,0.17971249487899976
drax,,common_voice,lowT,lowT,16,True,whisper,mbr,rover_cg,-0.21676300578034682,-0.5848705157456462,0.142765393570499,0.18569104942121614,0.922,147,2,5,140,147,,,0.25683925795785656
drax,,common_voice,lowT,lowT,16,True,legacy,cm05,rover_cg,-0.14847809948032664,-0.5448216754047849,0.23095133034656262,0.207259144118971,0.812,147,3,5,139,147,,,0.47950012218695337
drax,,common_voice,lowT,lowT,16,True,whisper,cm05,rover_cg,-0.14450867052023122,-0.8264618156962654,0.555574872508113,0.3529514743681115,0.6955,147,7,8,132,147,,,0.6722379739012292
drax,,common_voice,lowT,lowT,16,True,legacy,conf,rover_c,1.0393466963622866,-0.13999513017381912,2.2256716127080387,0.5948095081948397,0.041,147,19,10,118,147,,,0.10435684892110153
drax,,common_voice,lowT,lowT,16,True,whisper,conf,rover_c,0.7225433526011561,-0.6099867480793102,2.0378814364305597,0.6749878798774414,0.158,147,19,14,114,147,,,0.31692324056177523
drax,,common_voice,lowT,lowT,16,True,legacy,conf,rover_freq,1.1878247958426131,0.0,2.3866489932667587,0.6099263201683813,0.0265,147,20,10,117,147,,,0.06750032453311088
drax,,common_voice,lowT,lowT,16,True,whisper,conf,rover_freq,1.0115606936416186,-0.2841314935064935,2.3206168689569138,0.6631747923785992,0.0735,147,20,11,116,147,,,0.17470284161971716
drax,,common_voice,lowT,lowT,16,True,legacy,first,rover_cg,1.4847809948032664,0.6841669469447785,2.3575042207350303,0.43489719665880283,0.0,147,20,4,123,147,,,0.0008965943777273007
drax,,common_voice,lowT,lowT,16,True,whisper,first,rover_cg,1.1560693641618498,0.4427799727187257,1.938887775885672,0.38950597037434925,0.002,147,19,5,123,147,,,0.0035002992914202756
drax,,common_voice,lowT,lowT,16,True,legacy,conf,mbr,1.2620638455827766,0.07317613712425701,2.5152791631311944,0.6223064510058443,0.023,147,20,10,117,147,,,0.054006283311861344
drax,,common_voice,lowT,lowT,16,True,whisper,conf,mbr,1.0115606936416186,-0.36364298001852585,2.3756963922389165,0.6935154882602139,0.0835,147,20,11,116,147,,,0.1727956066652021
drax,,common_voice,lowT,lowT,16,True,legacy,first,conf,0.44543429844098,-0.7644302864891099,1.7517164125171643,0.6283680296440396,0.245,147,22,18,107,147,,,0.455189139149222
drax,,common_voice,lowT,lowT,16,True,whisper,first,conf,0.36127167630057805,-0.8590606718830992,1.6275805743150478,0.6380993031755102,0.3045,147,22,19,106,147,,,0.5510849316171289
drax,,common_voice,lowT,lowT,16,True,legacy,rover_freq,rover_cg,-0.14847809948032664,-0.4411927141990817,0.14347717640462404,0.1435981928045832,0.9175,147,1,3,143,147,,,0.31731050786291415
drax,,common_voice,lowT,lowT,16,True,whisper,rover_freq,rover_cg,-0.21676300578034682,-0.5260601268620998,0.07262560531247918,0.15642348426623165,0.9555,147,1,4,142,147,,,0.17971249487899976
